step,z,r,c
0,0,11,0
1,0,10,0
2,0,10,1
3,1,10,1
4,1,9,1
5,1,9,2
6,1,9,3
7,1,8,3
8,1,7,3
9,1,6,3
10,1,5,3
11,1,4,3
12,1,3,3
13,1,3,4
14,1,3,5
15,1,3,6
16,1,3,7
17,1,3,8
18,2,3,8
19,3,3,8
20,3,3,9
21,3,4,9
22,3,5,9
23,3,6,9
24,3,7,9
25,3,6,9
26,3,5,9
27,3,4,9
28,3,3,9
29,3,2,9
