epoch,train_loss,train_acc,val_loss,val_acc
1,4.959029215276386,0.010674429888403688,4.820953304327808,0.012135922330097087
2,4.832594791007007,0.015041242115477924,4.8263814935406435,0.014563106796116505
3,4.801140152904838,0.016496846191169336,4.821157038790508,0.024271844660194174
4,4.740734456870696,0.019893255701115962,4.8116430171485085,0.014563106796116505
5,4.6840870020633645,0.013100436681222707,4.78108458843046,0.024271844660194174
6,4.648329323903268,0.021834061135371178,4.777746969056361,0.024271844660194174
7,4.61169488449689,0.024745269286754003,4.761283193977134,0.024271844660194174
8,4.59830509766047,0.021834061135371178,4.773016054653427,0.01699029126213592
9,4.571353367264557,0.025715672003881612,4.786785727565729,0.03155339805825243
10,4.56077446907484,0.020863658418243572,4.751825277087758,0.03155339805825243
11,4.552023437172392,0.027171276079573023,4.768952758566847,0.02669902912621359
12,4.538572034229647,0.022804463852498787,4.768906894239407,0.024271844660194174
13,4.528637179004979,0.025715672003881612,4.759311537140781,0.021844660194174758
14,4.524180879181071,0.023289665211062592,4.756001972457738,0.019417475728155338
15,4.510367946217559,0.026200873362445413,4.754090721167407,0.01699029126213592
16,4.503177444082276,0.026686074721009218,4.772959473063644,0.024271844660194174
17,4.497360581162484,0.023774866569626393,4.79646044795953,0.019417475728155338
18,4.487367819027667,0.02911208151382824,4.79218673243106,0.03398058252427184
19,4.477672976697897,0.02911208151382824,4.774565381911194,0.02912621359223301
20,4.471269831965121,0.023289665211062592,4.782309333097587,0.02912621359223301
21,4.4580230828571645,0.03202328966521106,4.754137358619172,0.01699029126213592
22,4.452902939179636,0.031052886948083454,4.756256395173304,0.03155339805825243
23,4.438204077017764,0.024260067928190198,4.777165371237449,0.019417475728155338
24,4.433067983472769,0.029597282872392043,4.778749757600062,0.021844660194174758
25,4.427457551942295,0.032508491023774864,4.77300405965268,0.02912621359223301
26,4.415797709261891,0.03202328966521106,4.771272913923541,0.02912621359223301
27,4.413662795937218,0.026686074721009218,4.777035625235548,0.021844660194174758
28,4.394461394628815,0.02911208151382824,4.790865865725915,0.01699029126213592
29,4.3877961537260735,0.03299369238233867,4.799835987461424,0.02912621359223301
30,4.382355991004451,0.03202328966521106,4.819719013658542,0.02669902912621359
31,4.370588358833279,0.031052886948083454,4.803907991612999,0.021844660194174758
32,4.367574451618666,0.03202328966521106,4.842188612928668,0.024271844660194174
33,4.363481432994785,0.03299369238233867,4.818350143802976,0.02912621359223301
34,4.357769733838003,0.032508491023774864,4.8430153050468965,0.014563106796116505
35,4.345434382955522,0.03444929645803008,4.823229789733887,0.02912621359223301
36,4.343594522628895,0.03202328966521106,4.8119302675562,0.03155339805825243
37,4.336640707327867,0.034934497816593885,4.833151710843577,0.03398058252427184
38,4.332734250721568,0.033964095099466275,4.884415473752809,0.02669902912621359
39,4.327065483567091,0.03202328966521106,4.842028344719155,0.024271844660194174
40,4.313457558885007,0.044153323629306164,4.850535193693291,0.024271844660194174
41,4.305553689158003,0.033964095099466275,4.853943449779622,0.02912621359223301
42,4.302931000572104,0.035904900533721494,4.822461952283544,0.021844660194174758
43,4.300714701949133,0.036875303250849104,4.870391989217221,0.024271844660194174
44,4.295723355898054,0.036875303250849104,4.851899193328562,0.02669902912621359
45,4.288699509622055,0.034934497816593885,4.856385462492415,0.02669902912621359
46,4.277160249364891,0.035904900533721494,4.8551442090747425,0.02669902912621359
47,4.273838948069817,0.03444929645803008,4.861895167711869,0.024271844660194174
48,4.265331833759365,0.035904900533721494,4.938080671921517,0.01699029126213592
49,4.271087209672849,0.034934497816593885,4.912085130376723,0.024271844660194174
50,4.263483072935176,0.041242115477923336,4.903607720310248,0.019417475728155338
51,4.257934049747917,0.03541969917515769,4.864980151352373,0.02912621359223301
52,4.246336256514933,0.03784570596797671,4.922609306076198,0.024271844660194174
53,4.2444454602163315,0.03784570596797671,4.890267682306975,0.02669902912621359
54,4.245187381122483,0.034934497816593885,4.936251825499303,0.019417475728155338
55,4.2448023012226965,0.036390101892285295,4.93672968114464,0.02669902912621359
56,4.229306564349564,0.04269771955361475,4.95240467497446,0.024271844660194174
57,4.22481200511105,0.039786511402231925,4.90780964638423,0.024271844660194174
58,4.221918689574159,0.036875303250849104,4.950354747401858,0.021844660194174758
59,4.220375993192803,0.04027171276079573,4.932573887908343,0.024271844660194174
60,4.211884086540404,0.03444929645803008,4.9732392042585944,0.01699029126213592
61,4.202378177226371,0.040756914119359534,4.934263868239319,0.02669902912621359
62,4.20288900771458,0.04269771955361475,4.969004186611731,0.02912621359223301
63,4.203390917808092,0.04269771955361475,4.942143255067103,0.019417475728155338
64,4.194463289576442,0.044153323629306164,4.9850220263582985,0.019417475728155338
65,4.1936794238897965,0.03784570596797671,4.959567542214995,0.021844660194174758
66,4.184988637042243,0.046579330422125184,4.965401464295619,0.019417475728155338
67,4.181364886567525,0.046094129063561376,4.948052244278991,0.021844660194174758
68,4.1792494483736755,0.043182920912178555,4.928014371001605,0.019417475728155338
69,4.172711910060862,0.04512372634643377,4.986545771071055,0.02669902912621359
70,4.161574880224244,0.04754973313925279,4.977575422490685,0.021844660194174758
71,4.1590980407626,0.04512372634643377,5.011926956547117,0.021844660194174758
72,4.150948521930116,0.042212518195050945,4.96835601677015,0.021844660194174758
73,4.147145001301772,0.047064531780688985,5.00735032442704,0.019417475728155338
74,4.144982172759166,0.04512372634643377,5.062798925973837,0.01699029126213592
75,4.142907555157672,0.041727316836487144,5.018553687530813,0.019417475728155338
76,4.135410078864026,0.050460941290635615,5.047944217052274,0.014563106796116505
77,4.123257047513456,0.04754973313925279,5.037310891938441,0.019417475728155338
78,4.118370517025522,0.049005337214944204,5.03185174071673,0.012135922330097087
79,4.116150565890072,0.048034934497816595,5.018046559639347,0.019417475728155338
80,4.10802133866504,0.047064531780688985,5.083888340922235,0.019417475728155338
81,4.105575059467817,0.045608927704997575,5.047199258526552,0.01699029126213592
82,4.095626546132339,0.04512372634643377,5.0417996841726955,0.019417475728155338
83,4.096133169186225,0.050946142649199416,5.055321100846077,0.014563106796116505
84,4.083593157528096,0.052886948083454635,5.06506231456127,0.01699029126213592
85,4.0763937710905935,0.047064531780688985,5.086364329439922,0.014563106796116505
86,4.075665403372567,0.05482775351770985,5.065736460454255,0.009708737864077669
87,4.065658126046275,0.051916545366327026,5.0767048446877485,0.012135922330097087
