map_name,step,robot_z,robot_r,robot_c,prev_action,observed_nodes,observed_edges,frontier_count,visited_count,teacher_action,best_reward_action,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,patch_0,patch_1,patch_2,patch_3,patch_4,patch_5,patch_6,patch_7,patch_8,patch_9,patch_10,patch_11,patch_12,patch_13,patch_14,patch_15,patch_16,patch_17,patch_18,patch_19,patch_20,patch_21,patch_22,patch_23,patch_24,patch_25,patch_26
train_005,4,0,7,0,0,21,68,19,4,0,0,0.75,-3.0,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_005,5,0,6,0,0,25,84,20,5,0,0,0.75,0.75,-0.48,-3.0,0.5199999999999999,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_005,6,0,5,0,0,27,90,19,6,1,0,0.75,0.75,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_005,7,0,5,1,1,32,104,25,7,1,1,-3.0,0.75,0.57,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train_005,8,0,5,2,1,36,116,29,8,0,1,0.57,0.75,0.75,-0.48,-3.0,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
train_005,9,0,4,2,0,39,122,32,9,1,1,-3.0,0.75,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
train_005,10,0,4,3,1,44,140,36,10,1,1,-3.0,0.75,0.57,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
train_005,11,0,4,4,1,48,154,37,11,0,0,0.75,0.75,0.75,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
train_005,12,0,3,4,0,52,166,39,12,0,0,0.75,-3.0,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train_005,13,0,2,4,0,56,176,42,13,0,0,10.75,-3.0,-0.48,-3.0,0.7,-3.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train_006,0,0,11,0,6,7,18,8,0,1,1,-3.0,0.75,-3.0,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0
train_006,1,0,11,1,1,10,28,8,1,0,1,0.57,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
train_006,2,0,10,1,0,13,30,12,2,4,4,-3.0,-3.0,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train_006,3,1,10,1,4,21,62,16,3,0,0,0.75,0.75,0.57,0.57,0.7,-0.53,-0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train_006,4,1,9,1,0,28,86,19,4,0,0,0.75,-3.0,-0.48,-3.0,0.7,-3.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_006,5,1,8,1,0,34,108,21,5,0,0,0.75,0.75,-0.48,0.57,-3.0,0.5199999999999999,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
train_006,6,1,7,1,0,41,132,28,6,1,0,0.75,0.75,-0.48,0.57,0.7,0.5199999999999999,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
train_006,7,1,7,2,1,48,160,33,7,1,0,0.75,0.75,0.57,-0.48,-3.0,-3.0,-0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
train_006,8,1,7,3,1,56,192,38,8,1,0,0.75,0.57,0.75,-0.48,-3.0,0.5199999999999999,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
train_006,9,1,7,4,1,62,212,40,9,4,0,0.75,-3.0,0.57,-0.48,0.7,0.5199999999999999,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
train_006,10,2,7,4,4,71,246,53,10,1,1,-3.0,0.75,0.75,-3.0,0.7,-0.53,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_006,11,2,7,5,1,78,272,58,11,1,2,-3.0,0.57,0.75,-0.48,0.7,-3.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_006,12,2,7,6,1,81,280,63,12,4,0,0.75,-3.0,-3.0,-0.48,0.7,0.7,-0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train_006,13,3,7,6,4,90,320,65,13,4,4,0.57,0.75,0.75,0.57,10.52,-0.53,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
train_007,0,0,11,0,6,7,18,10,0,0,0,0.75,0.75,-3.0,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0
train_007,1,0,10,0,0,11,34,13,1,0,0,0.75,0.75,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0
train_007,2,0,9,0,0,15,50,14,2,0,1,0.57,0.75,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_007,3,0,8,0,0,17,54,16,3,1,1,-3.0,0.75,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_007,4,0,8,1,1,23,78,24,4,0,0,0.75,0.75,0.57,-0.48,0.5199999999999999,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_007,5,0,7,1,0,29,100,27,5,0,0,0.75,0.75,-0.48,-3.0,-3.0,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train_007,6,0,6,1,0,32,110,29,6,0,0,0.75,0.75,-0.48,0.57,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train_007,7,0,5,1,0,35,114,32,7,0,0,0.75,-3.0,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train_007,8,0,4,1,0,41,134,40,8,0,0,10.75,-3.0,-0.48,-3.0,-3.0,-3.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
train_008,0,0,11,0,6,7,18,8,0,0,1,0.57,0.75,-3.0,-3.0,0.5199999999999999,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0
train_008,1,0,10,0,0,9,24,11,1,4,4,-3.0,-3.0,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_008,2,1,10,0,4,14,44,15,2,0,0,0.75,0.75,0.57,-3.0,0.7,-0.53,-0.5,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0
train_008,3,1,9,0,0,20,66,18,3,0,0,0.75,0.75,-0.48,-3.0,0.5199999999999999,-3.0,-0.5,-1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_008,4,1,8,0,0,24,82,18,4,0,1,0.57,0.75,-0.48,-3.0,0.5199999999999999,0.5199999999999999,-0.5,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_008,5,1,7,0,0,27,88,21,5,1,1,-3.0,0.75,-0.48,-3.0,0.5199999999999999,-3.0,-0.5,-1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_008,6,1,7,1,1,33,108,27,6,1,1,-3.0,0.75,0.57,-0.48,0.7,-3.0,-0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
train_008,7,1,7,2,1,42,144,36,7,1,1,-3.0,0.75,0.75,-0.48,-3.0,0.5199999999999999,-0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train_008,8,1,7,3,1,49,174,39,8,0,0,0.75,0.75,0.75,-0.48,0.7,0.5199999999999999,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
train_008,9,1,6,3,0,55,192,44,9,0,0,0.75,-3.0,-0.48,-3.0,0.7,0.5199999999999999,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
train_008,10,1,5,3,0,62,216,51,10,0,3,0.57,-3.0,-0.48,0.75,0.7,-3.0,-0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
train_008,11,1,4,3,0,68,234,58,11,1,1,-3.0,0.75,-0.48,-3.0,0.7,0.5199999999999999,-0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train_008,12,1,4,4,1,75,260,64,12,0,0,0.75,0.75,-3.0,-0.48,0.5199999999999999,0.5199999999999999,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
train_008,13,1,3,4,0,83,288,72,13,0,0,0.75,0.75,-0.48,-3.0,-3.0,0.5199999999999999,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
train_008,14,1,2,4,0,89,314,74,14,0,6,0.75,-3.0,-0.48,0.75,0.5199999999999999,0.5199999999999999,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
train_008,15,1,1,4,0,98,350,74,15,4,4,0.57,-3.0,-0.48,0.57,10.7,0.5199999999999999,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
train_009,0,0,11,0,6,8,24,9,0,0,0,0.75,0.75,-3.0,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0
train_009,1,0,10,0,0,11,34,10,1,0,4,0.57,0.57,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_009,2,0,9,0,0,14,42,14,2,4,4,-3.0,-3.0,-0.48,-3.0,0.5199999999999999,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
train_009,3,1,9,0,4,18,54,19,3,0,0,0.75,0.75,0.57,-3.0,-3.0,-0.53,-0.5,-1.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0
train_009,4,1,8,0,0,24,76,22,4,1,0,0.75,0.75,-0.48,-3.0,0.7,-3.0,-0.5,-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0
train_009,5,1,8,1,1,31,104,30,5,1,0,0.75,0.75,0.57,-0.48,-3.0,0.5199999999999999,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
train_009,6,1,8,2,1,39,138,36,6,1,0,0.75,0.75,0.75,-0.48,0.7,0.5199999999999999,-0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train_009,7,1,8,3,1,46,164,40,7,4,0,0.75,0.75,0.75,-0.48,0.7,0.5199999999999999,-0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train_009,8,2,8,3,4,54,196,46,8,4,0,0.75,0.57,0.75,0.57,0.7,-0.53,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train_009,9,3,8,3,4,61,226,44,9,4,4,0.57,0.75,-3.0,0.75,10.52,-0.53,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
train_010,0,0,11,0,6,7,18,8,0,1,0,0.75,0.75,-3.0,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0
train_010,1,0,11,1,1,10,26,8,1,1,1,-3.0,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
train_010,2,0,11,2,1,12,28,10,2,1,1,0.57,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0
train_010,3,0,11,3,1,15,36,13,3,1,1,-3.0,0.75,-3.0,-0.48,-3.0,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0
train_010,4,0,11,4,1,19,50,16,4,1,1,-3.0,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
train_010,5,0,11,5,1,23,66,18,5,1,1,0.57,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
train_010,6,0,11,6,1,27,82,21,6,1,1,0.57,0.75,-3.0,-0.48,0.5199999999999999,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
train_010,7,0,11,7,1,30,92,22,7,1,0,0.75,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
train_010,8,0,11,8,1,34,106,27,8,1,1,-3.0,0.75,-3.0,-0.48,0.5199999999999999,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
train_010,9,0,11,9,1,38,122,30,9,4,0,0.75,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
train_010,10,1,11,9,4,43,142,35,10,4,0,0.75,0.57,-3.0,0.57,0.7,-0.53,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
train_010,11,2,11,9,4,47,156,37,11,4,4,0.75,0.75,-3.0,-3.0,10.52,-0.53,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,2.0,0.0,-1.0,-1.0,-1.0
train_011,0,0,11,0,6,6,12,6,0,1,1,-3.0,0.75,-3.0,-3.0,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0
train_011,1,0,11,1,1,10,26,11,1,1,1,0.57,0.75,-3.0,-0.48,-3.0,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0
train_011,2,0,11,2,1,14,42,12,2,1,0,0.75,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
train_011,3,0,11,3,1,16,46,14,3,1,0,0.75,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0
train_011,4,0,11,4,1,20,58,18,4,1,1,-3.0,0.75,-3.0,-0.48,-3.0,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0
train_011,5,0,11,5,1,24,74,21,5,1,1,0.57,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
train_011,6,0,11,6,1,28,90,23,6,1,0,0.75,0.75,-3.0,-0.48,0.7,-3.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
