mode,target_name,target_value,success,steps,collisions,revisits,revisit_ratio,unique_visited,observed_nodes,observed_edges,target_seen_step,fallback_count,frontier_switches,visible_voxel_hits,depth_rays,avg_frontier_count,max_frontier_count,elapsed_wall_sec,avg_step_wall_ms,avg_decision_wall_ms,max_decision_wall_ms
hybrid_ssm,red_chair,2,1,22,0,2,0.09090909090909091,20,416,1706,22,0,12,11914,3450,77.34782608695652,109,1.6991140430327505,73.87413051607007,75.24878416866572,134.24206792842597
