step,z,r,c
0,0,11,0
1,0,11,1
2,0,10,1
3,0,9,1
4,0,8,1
5,0,7,1
6,0,6,1
7,0,6,2
8,0,5,2
9,0,5,3
10,0,6,3
11,0,5,3
12,1,5,3
13,2,5,3
14,2,5,4
15,2,5,5
16,2,5,6
17,2,5,7
18,2,5,8
19,2,4,8
20,2,3,8
21,2,3,9
22,2,2,9
23,2,2,10
24,2,1,10
25,2,0,10
