map_name,step,robot_r,robot_c,prev_action,observed_nodes,observed_edges,frontier_count,visited_count,teacher_action,best_reward_action,reward_forward,reward_right,reward_down,reward_left,reward_stop,patch_0,patch_1,patch_2,patch_3,patch_4,patch_5,patch_6,patch_7,patch_8,patch_9,patch_10,patch_11,patch_12,patch_13,patch_14,patch_15,patch_16,patch_17,patch_18,patch_19,patch_20,patch_21,patch_22,patch_23,patch_24
train_043,3,11,0,0,13,28,3,3,1,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,1,0,1,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,1,-1,-1,0,0,0
train_043,4,11,1,1,16,34,5,4,1,1,-3.0,0.48,0.48,-0.42000000000000004,-0.5,-1,1,0,1,0,-1,0,1,0,0,-1,0,0,0,1,-1,0,0,1,1,-1,0,0,0,0
train_043,5,11,2,1,19,40,7,5,0,0,0.48,-3.0,-3.0,-0.42000000000000004,-0.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
train_043,6,10,2,0,24,54,10,6,1,1,-3.0,0.48,-0.42000000000000004,-3.0,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0
train_043,7,10,3,1,29,68,11,7,0,4,0.48,-3.0,-3.0,-0.42000000000000004,10.0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
train_043,8,9,3,0,33,82,10,8,0,4,0.48,0.48,-0.42000000000000004,-3.0,10.0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
train_043,9,8,3,0,36,88,12,9,1,4,0.48,0.48,-0.42000000000000004,0.48,10.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0
train_043,10,8,4,1,39,96,12,10,1,1,0.48,10.48,0.48,-0.42000000000000004,10.0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1
train_044,0,14,0,4,8,18,6,0,1,1,-3.0,0.48,-3.0,-3.0,-0.5,-1,-1,0,0,0,-1,-1,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
train_044,1,14,1,1,11,28,7,1,0,0,0.48,0.48,-3.0,-0.42000000000000004,-0.5,-1,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
train_044,2,13,1,0,15,42,7,2,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1
train_044,3,12,1,0,18,50,8,3,0,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0
train_044,4,11,1,0,22,62,10,4,0,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,-1,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0
train_044,5,10,1,0,26,76,10,5,0,0,0.48,-3.0,-0.42000000000000004,0.48,-0.5,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0
train_044,6,9,1,0,29,84,9,6,0,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0
train_044,7,8,1,0,31,88,10,7,1,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,-1,1,1,0,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0
train_044,8,8,2,1,35,102,9,8,1,1,-3.0,0.48,0.48,-0.42000000000000004,-0.5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_044,9,8,3,1,38,108,11,9,0,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
train_044,10,7,3,0,43,122,15,10,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_044,11,6,3,0,48,140,16,11,0,0,0.48,-3.0,-0.42000000000000004,0.48,-0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
train_044,12,5,3,0,52,154,17,12,0,4,0.48,0.48,-0.42000000000000004,0.48,10.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train_044,13,4,3,0,57,170,19,13,0,4,0.48,0.48,-0.42000000000000004,0.48,10.0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
train_044,14,3,3,0,61,184,18,14,3,3,0.48,0.48,-0.42000000000000004,10.48,10.0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
train_045,0,14,0,4,8,18,3,0,0,0,0.48,0.48,-3.0,-3.0,-0.5,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
train_045,1,13,0,0,10,22,1,1,1,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,0,1,0,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1
train_045,2,13,1,1,11,24,1,2,1,1,-3.0,0.48,0.48,-0.42000000000000004,-0.5,-1,0,1,0,1,-1,0,1,0,0,-1,0,0,0,1,-1,0,0,0,1,-1,-1,-1,-1,-1
train_045,3,13,2,1,14,28,1,3,0,0,0.48,-3.0,0.48,-0.42000000000000004,-0.5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-1,-1,-1,-1,-1
train_045,4,12,2,0,16,28,3,4,1,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
train_045,5,12,3,1,18,32,3,5,1,1,-3.0,0.48,-3.0,-0.42000000000000004,-0.5,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
train_045,6,12,4,1,20,34,4,6,1,0,0.48,0.48,-3.0,-0.42000000000000004,-0.5,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1
train_045,7,12,5,1,24,42,5,7,2,2,-3.0,-3.0,0.48,-0.42000000000000004,-0.5,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0
train_045,8,13,5,2,24,42,5,8,1,1,-0.42000000000000004,0.48,-3.0,-3.0,-0.5,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,-1,-1,-1,-1,-1
train_045,9,13,6,1,26,46,6,9,1,1,-3.0,0.48,-3.0,-0.42000000000000004,-0.5,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1
train_045,10,13,7,1,29,52,7,10,0,0,0.48,-3.0,0.48,-0.42000000000000004,-0.5,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,-1,-1,-1,-1,-1
train_045,11,12,7,0,31,58,8,11,0,0,0.48,-3.0,-0.42000000000000004,-3.0,-0.5,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
train_045,12,11,7,0,36,72,10,12,1,1,-3.0,0.48,-0.42000000000000004,-3.0,-0.5,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0
train_045,13,11,8,1,41,88,10,13,0,0,0.48,0.48,-3.0,-0.42000000000000004,-0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
train_045,14,10,8,0,45,100,10,14,1,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
train_045,15,10,9,1,49,112,9,15,1,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
train_045,16,10,10,1,52,118,11,16,1,4,0.48,0.48,0.48,-0.42000000000000004,10.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0
train_045,17,10,11,1,56,128,12,17,1,1,-3.0,10.48,0.48,-0.42000000000000004,10.0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0
train_046,0,14,0,4,9,24,4,0,0,0,0.48,0.48,-3.0,-3.0,-0.5,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
train_046,1,13,0,0,10,26,5,1,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,1,1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1
train_046,2,12,0,0,12,30,7,2,1,1,-3.0,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,1,0,0,-1,-1,1,1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0
train_046,3,12,1,1,17,48,8,3,1,1,-3.0,0.48,0.48,-0.42000000000000004,-0.5,-1,1,0,0,0,-1,1,1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0
train_046,4,12,2,1,22,66,7,4,0,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_046,5,11,2,0,25,76,7,5,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_046,6,10,2,0,29,88,7,6,1,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
train_046,7,10,3,1,34,102,7,7,1,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_046,8,10,4,1,36,108,8,8,1,1,-3.0,0.48,0.48,-0.42000000000000004,-0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
train_046,9,10,5,1,41,120,13,9,0,0,0.48,-3.0,0.48,-0.42000000000000004,-0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
train_046,10,9,5,0,44,128,15,10,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
train_046,11,8,5,0,49,142,18,11,1,1,-3.0,0.48,-0.42000000000000004,-3.0,-0.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
train_046,12,8,6,1,54,160,18,12,1,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
train_046,13,8,7,1,57,168,18,13,1,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
train_046,14,8,8,1,61,176,21,14,1,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
train_046,15,8,9,1,65,188,23,15,1,4,-3.0,0.48,0.48,-0.42000000000000004,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1
train_046,16,8,10,1,70,204,25,16,1,4,0.48,0.48,-3.0,-0.42000000000000004,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0
train_046,17,8,11,1,74,216,24,17,2,2,0.48,0.48,10.48,-0.42000000000000004,10.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0
train_047,0,14,0,4,8,18,5,0,0,0,0.48,0.48,-3.0,-3.0,-0.5,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
train_047,1,13,0,0,10,22,6,1,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,0,1,0,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1
train_047,2,12,0,0,13,30,8,2,0,0,0.48,-3.0,-0.42000000000000004,-3.0,-0.5,-1,-1,0,0,0,-1,-1,0,1,0,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,0
train_047,3,11,0,0,16,40,9,3,0,0,0.48,-3.0,-0.42000000000000004,-3.0,-0.5,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,1,0,-1,-1,0,1,0,-1,-1,0,0,0
train_047,4,10,0,0,19,50,9,4,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,1,0,-1,-1,0,1,0
train_047,5,9,0,0,21,56,8,5,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,0,0,1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,1,0
train_047,6,8,0,0,22,58,7,6,1,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,1,0,1,-1,-1,0,0,1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0
train_047,7,8,1,1,27,72,9,7,1,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,-1,1,0,1,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0
train_047,8,8,2,1,31,84,11,8,1,1,-3.0,0.48,0.48,-0.42000000000000004,-0.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
train_047,9,8,3,1,36,100,13,9,0,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_047,10,7,3,0,38,106,13,10,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
train_047,11,6,3,0,43,118,18,11,1,1,-3.0,0.48,-0.42000000000000004,-3.0,-0.5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_047,12,6,4,1,46,126,18,12,0,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_047,13,5,4,0,50,140,19,13,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
train_047,14,4,4,0,55,156,21,14,0,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
train_047,15,3,4,0,59,170,20,15,0,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
train_047,16,2,4,0,62,176,20,16,0,4,0.48,0.48,-0.42000000000000004,0.48,10.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
train_047,17,1,4,0,62,176,20,17,3,4,-3.0,0.48,-0.42000000000000004,0.48,10.0,-1,-1,-1,-1,-1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
train_047,18,1,3,3,66,192,19,18,3,4,-3.0,-0.42000000000000004,0.48,0.48,10.0,-1,-1,-1,-1,-1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_047,19,1,2,3,70,206,16,19,0,0,10.48,-0.42000000000000004,0.48,0.48,10.0,-1,-1,-1,-1,-1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_048,0,14,0,4,7,16,3,0,1,1,-3.0,0.48,-3.0,-3.0,-0.5,-1,-1,1,0,0,-1,-1,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
train_048,1,14,1,1,8,18,3,1,0,0,0.48,0.48,-3.0,-0.42000000000000004,-0.5,-1,1,0,0,0,-1,1,0,0,1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
train_048,2,13,1,0,11,26,3,2,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,0,0,0,1,-1,1,0,0,0,-1,1,0,0,1,-1,0,0,0,1,-1,-1,-1,-1,-1
train_048,3,12,1,0,14,32,3,3,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,0,1,0,0,-1,0,0,0,1,-1,1,0,0,0,-1,1,0,0,1,-1,0,0,0,1
train_048,4,11,1,0,17,40,4,4,1,1,-3.0,0.48,-0.42000000000000004,0.48,-0.5,-1,0,0,0,1,-1,0,1,0,0,-1,0,0,0,1,-1,1,0,0,0,-1,1,0,0,1
train_048,5,11,2,1,21,46,9,5,0,0,0.48,-3.0,0.48,-0.42000000000000004,-0.5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
train_048,6,10,2,0,26,62,10,6,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
train_048,7,9,2,0,30,76,11,7,0,0,0.48,-3.0,-0.42000000000000004,0.48,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
train_048,8,8,2,0,35,92,11,8,0,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
train_048,9,7,2,0,39,104,12,9,1,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
train_048,10,7,3,1,43,116,12,10,1,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_048,11,7,4,1,46,122,14,11,1,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
train_048,12,7,5,1,50,132,15,12,1,4,-3.0,0.48,0.48,-0.42000000000000004,10.0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
train_048,13,7,6,1,53,138,16,13,0,4,0.48,0.48,-3.0,-0.42000000000000004,10.0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
train_048,14,6,6,0,58,154,18,14,1,4,-3.0,0.48,-0.42000000000000004,-3.0,10.0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
train_048,15,6,7,1,61,158,21,15,0,0,10.48,-3.0,0.48,-0.42000000000000004,10.0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1
train_049,0,14,0,4,8,18,3,0,0,0,0.48,0.48,-3.0,-3.0,-0.5,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
train_049,1,13,0,0,10,22,5,1,1,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,1,0,0,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1
train_049,2,13,1,1,13,30,5,2,1,1,-3.0,0.48,0.48,-0.42000000000000004,-0.5,-1,1,0,0,0,-1,0,1,0,1,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1
train_049,3,13,2,1,17,42,6,3,0,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
train_049,4,12,2,0,21,52,6,4,0,0,0.48,-3.0,-0.42000000000000004,-3.0,-0.5,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_049,5,11,2,0,24,58,6,5,0,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
train_049,6,10,2,0,27,64,7,6,0,4,0.48,-3.0,-0.42000000000000004,0.48,10.0,0,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
train_049,7,9,2,0,32,78,10,7,1,4,-3.0,0.48,-0.42000000000000004,-3.0,10.0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
train_049,8,9,3,1,36,88,11,8,0,0,10.48,-3.0,-3.0,-0.42000000000000004,10.0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
train_050,0,14,0,4,7,14,3,0,0,0,0.48,0.48,-3.0,-3.0,-0.5,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
train_050,1,13,0,0,10,22,5,1,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,0,0,0,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,1,-1,-1,-1,-1,-1
train_050,2,12,0,0,13,32,6,2,0,0,0.48,-3.0,-0.42000000000000004,-3.0,-0.5,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,1
train_050,3,11,0,0,16,42,6,3,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,1,0,-1,-1,0,0,0
train_050,4,10,0,0,19,52,6,4,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,1,0
train_050,5,9,0,0,22,62,5,5,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0
train_050,6,8,0,0,23,64,5,6,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,1,0,1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0
train_050,7,7,0,0,25,68,6,7,1,4,-3.0,0.48,-0.42000000000000004,-3.0,10.0,-1,-1,1,0,2,-1,-1,1,0,1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0
train_050,8,7,1,1,28,76,7,8,0,4,0.48,0.48,0.48,-0.42000000000000004,10.0,-1,1,0,2,0,-1,1,0,1,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,1
train_050,9,6,1,0,31,82,9,9,0,4,0.48,-3.0,-0.42000000000000004,-3.0,10.0,-1,0,1,0,0,-1,1,0,2,0,-1,1,0,1,0,-1,0,0,0,0,-1,0,0,0,1
train_050,10,5,1,0,35,94,11,10,1,1,-3.0,10.48,-0.42000000000000004,-3.0,10.0,-1,0,0,0,0,-1,0,1,0,0,-1,1,0,2,0,-1,1,0,1,0,-1,0,0,0,0
train_051,0,14,0,4,8,20,5,0,0,0,0.48,0.48,-3.0,-3.0,-0.5,-1,-1,1,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
train_051,1,13,0,0,11,28,5,1,1,1,-3.0,0.48,-0.42000000000000004,-3.0,-0.5,-1,-1,0,0,0,-1,-1,1,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1
train_051,2,13,1,1,15,42,3,2,0,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,-1,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1
train_051,3,12,1,0,17,46,4,3,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,-1,0,1,1,0,-1,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,0
train_051,4,11,1,0,21,56,5,4,1,1,-3.0,0.48,-0.42000000000000004,0.48,-0.5,-1,0,0,0,0,-1,0,1,1,0,-1,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0
train_051,5,11,2,1,23,62,5,5,1,1,-3.0,0.48,0.48,-0.42000000000000004,-0.5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
train_051,6,11,3,1,28,74,9,6,0,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
train_051,7,10,3,0,32,84,11,7,1,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
train_051,8,10,4,1,37,102,10,8,1,1,-3.0,0.48,0.48,-0.42000000000000004,-0.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_051,9,10,5,1,40,112,9,9,0,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
train_051,10,9,5,0,44,120,13,10,0,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_051,11,8,5,0,49,136,12,11,0,0,0.48,0.48,-0.42000000000000004,0.48,-0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
train_051,12,7,5,0,52,144,13,12,1,0,0.48,0.48,-0.42000000000000004,-3.0,-0.5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
train_051,13,7,6,1,55,152,13,13,1,0,0.48,0.48,0.48,-0.42000000000000004,-0.5,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
train_051,14,7,7,1,59,162,15,14,1,0,0.48,0.48,-3.0,-0.42000000000000004,-0.5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
