step,z,r,c
0,0,11,0
1,0,10,0
2,0,10,1
3,0,9,1
4,0,8,1
5,0,8,2
6,0,7,2
7,0,6,2
8,0,5,2
9,0,5,3
10,0,5,4
11,0,4,4
12,0,3,4
13,0,4,4
14,0,5,4
15,0,5,5
16,0,5,6
17,0,4,6
18,0,3,6
19,0,2,6
20,0,1,6
21,0,0,6
22,0,0,7
23,1,0,7
24,2,0,7
25,2,0,8
26,2,0,9
