timestamp,current_x,current_y,goal_x,goal_y,dir_x,dir_y,distance_to_goal,vision_mean,vision_dark,vision_edge,front_clear,left_clear,right_clear,min_range,predicted_action
1778052214.264726,-0.018857,-2.467084,2.000000,2.000000,0.874924,0.484260,4.902104,0.558443,0.352897,0.013366,0.280304,0.046624,1.000000,0.046624,2
1778052214.464703,-0.020131,-2.467392,2.000000,2.000000,0.844970,0.534814,4.902910,0.607452,0.284850,0.014222,0.677545,0.226692,1.000000,0.226692,2
1778052214.665054,-0.023125,-2.465010,2.000000,2.000000,0.870607,0.491980,4.901975,0.599532,0.295817,0.014023,0.277697,0.227416,1.000000,0.043770,2
1778052214.864830,-0.020349,-2.465663,2.000000,2.000000,0.911872,0.410475,4.901424,0.542756,0.374671,0.013099,0.263362,0.229597,1.000000,0.229597,2
1778052215.064726,-0.015825,-2.470077,2.000000,2.000000,0.906400,0.422420,4.903584,0.539903,0.378701,0.013044,0.264160,0.231167,1.000000,0.231167,2
1778052215.264747,-0.015056,-2.471177,2.000000,2.000000,0.853288,0.521440,4.904271,0.587216,0.313008,0.013906,0.686975,0.045640,1.000000,0.045640,2
1778052215.464747,-0.017625,-2.471963,2.000000,2.000000,0.815043,0.579401,4.906044,0.632619,0.250023,0.014655,0.655207,0.227666,1.000000,0.227666,2
1778052215.664701,-0.021452,-2.469271,2.000000,2.000000,0.836572,0.547857,4.905166,0.627704,0.256654,0.014554,0.669619,0.227206,1.000000,0.227206,2
1778052215.867320,-0.021469,-2.469069,2.000000,2.000000,0.888174,0.459508,4.904988,0.568999,0.338314,0.013587,0.272663,0.227834,1.000000,0.045234,2
1778052216.065002,-0.020343,-2.469169,2.000000,2.000000,0.920093,0.391699,4.904615,0.534507,0.386260,0.012946,0.263352,0.040968,1.000000,0.040968,2
1778052216.269394,-0.017563,-2.472962,2.000000,2.000000,0.905979,0.423323,4.906929,0.545951,0.370430,0.013171,0.272307,0.041366,1.000000,0.041366,2
1778052216.471144,-0.017688,-2.473350,2.000000,2.000000,0.848188,0.529696,4.907334,0.604170,0.289508,0.014147,0.675804,0.230161,1.000000,0.230161,2
1778052216.670100,-0.017962,-2.472238,2.000000,2.000000,0.818993,0.573803,4.906433,0.631388,0.251563,0.014837,0.655785,0.227627,1.000000,0.227627,2
1778052216.864752,-0.020479,-2.468857,2.000000,2.000000,0.848878,0.528589,4.904387,0.614588,0.274990,0.014313,0.677264,0.225895,1.000000,0.047006,2
1778052217.064759,-0.020010,-2.468897,2.000000,2.000000,0.907157,0.420792,4.904231,0.553457,0.359814,0.013307,0.269213,0.230506,1.000000,0.230506,2
1778052217.264745,-0.019448,-2.469803,2.000000,2.000000,0.930801,0.365527,4.904825,0.518504,0.408587,0.012588,0.257511,0.230503,1.000000,0.230503,2
1778052217.470999,-0.016288,-2.471970,2.000000,2.000000,0.918375,0.395711,4.905500,0.530327,0.392080,0.012790,0.266279,0.046281,1.000000,0.046281,2
