map_name,state_step,candidate_rank,robot_z,robot_r,robot_c,frontier_z,frontier_r,frontier_c,first_action,target_score,is_best,robot_z_norm,robot_r_norm,robot_c_norm,frontier_z_norm,frontier_r_norm,frontier_c_norm,delta_z_norm,delta_r_norm,delta_c_norm,graph_dist_norm,manhattan_norm,unknown_r1_norm,unknown_r2_norm,free_degree_norm,visit_penalty_norm,vertical_change,first_action_norm,prev_action_norm,observed_nodes_norm,observed_edges_norm,frontier_count_norm,visited_count_norm
train_001,4,8,0,7,0,0,9,1,2,0.47100069444444453,0,0.0,0.6363636363636364,0.0,0.0,0.8181818181818182,0.09090909090909091,0.0,0.16666666666666666,0.08333333333333333,0.046875,0.11538461538461539,0.2222222222222222,0.32,0.16666666666666666,0.1,0.0,0.3333333333333333,0.0,0.0078125,0.0048828125,0.04296875,0.00390625
train_001,4,9,0,7,0,0,11,1,2,0.42369375,0,0.0,0.6363636363636364,0.0,0.0,1.0,0.09090909090909091,0.0,0.3333333333333333,0.08333333333333333,0.078125,0.19230769230769232,0.14814814814814814,0.192,0.3333333333333333,0.06666666666666667,0.0,0.3333333333333333,0.0,0.0078125,0.0048828125,0.04296875,0.00390625
train_001,4,10,0,7,0,1,11,0,2,0.2684937500000001,0,0.0,0.6363636363636364,0.0,0.25,1.0,0.0,0.2,0.3333333333333333,0.0,0.078125,0.19230769230769232,0.14814814814814814,0.192,0.3333333333333333,0.06666666666666667,1.0,0.3333333333333333,0.0,0.0078125,0.0048828125,0.04296875,0.00390625
train_001,5,0,0,6,0,1,5,1,0,1.0627100961538463,1,0.0,0.5454545454545454,0.0,0.25,0.45454545454545453,0.09090909090909091,0.2,-0.08333333333333333,0.08333333333333333,0.046875,0.11538461538461539,0.7037037037037037,0.544,0.5,0.0,1.0,0.0,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,1,0,6,0,1,6,1,1,0.9309232142857143,0,0.0,0.5454545454545454,0.0,0.25,0.5454545454545454,0.09090909090909091,0.2,0.0,0.08333333333333333,0.03125,0.07692307692307693,0.5555555555555556,0.512,0.5,0.03333333333333333,1.0,0.16666666666666666,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,2,0,6,0,0,5,1,0,0.8195232142857144,0,0.0,0.5454545454545454,0.0,0.0,0.45454545454545453,0.09090909090909091,0.0,-0.08333333333333333,0.08333333333333333,0.03125,0.07692307692307693,0.37037037037037035,0.384,0.5,0.0,0.0,0.0,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,3,0,6,0,1,5,0,0,0.7347232142857144,0,0.0,0.5454545454545454,0.0,0.25,0.45454545454545453,0.0,0.2,-0.08333333333333333,0.0,0.03125,0.07692307692307693,0.37037037037037035,0.384,0.5,0.0,1.0,0.0,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,4,0,6,0,0,6,1,1,0.7238520833333334,0,0.0,0.5454545454545454,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.08333333333333333,0.015625,0.038461538461538464,0.2222222222222222,0.352,0.5,0.03333333333333333,0.0,0.16666666666666666,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,5,0,6,0,1,6,0,4,0.6390520833333334,0,0.0,0.5454545454545454,0.0,0.25,0.5454545454545454,0.0,0.2,0.0,0.0,0.015625,0.038461538461538464,0.2222222222222222,0.352,0.6666666666666666,0.03333333333333333,1.0,0.6666666666666666,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,6,0,6,0,1,7,0,2,0.5879625,0,0.0,0.5454545454545454,0.0,0.25,0.6363636363636364,0.0,0.2,0.08333333333333333,0.0,0.03125,0.07692307692307693,0.2222222222222222,0.32,0.5,0.06666666666666667,1.0,0.3333333333333333,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,7,0,6,0,0,5,0,0,0.5848520833333334,0,0.0,0.5454545454545454,0.0,0.0,0.45454545454545453,0.0,0.0,-0.08333333333333333,0.0,0.015625,0.038461538461538464,0.14814814814814814,0.264,0.5,0.0,0.0,0.0,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,8,0,6,0,1,8,0,2,0.5726856617647059,0,0.0,0.5454545454545454,0.0,0.25,0.7272727272727273,0.0,0.2,0.16666666666666666,0.0,0.046875,0.11538461538461539,0.2222222222222222,0.32,0.5,0.1,1.0,0.3333333333333333,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,9,0,6,0,1,9,0,2,0.5377194444444445,0,0.0,0.5454545454545454,0.0,0.25,0.8181818181818182,0.0,0.2,0.25,0.0,0.0625,0.15384615384615385,0.2222222222222222,0.32,0.3333333333333333,0.1,1.0,0.3333333333333333,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,10,0,6,0,1,11,1,2,0.4916207236842105,0,0.0,0.5454545454545454,0.0,0.25,1.0,0.09090909090909091,0.2,0.4166666666666667,0.08333333333333333,0.109375,0.2692307692307692,0.37037037037037035,0.288,0.3333333333333333,0.06666666666666667,1.0,0.3333333333333333,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,11,0,6,0,0,9,1,2,0.4577194444444445,0,0.0,0.5454545454545454,0.0,0.0,0.8181818181818182,0.09090909090909091,0.0,0.25,0.08333333333333333,0.0625,0.15384615384615385,0.2222222222222222,0.32,0.16666666666666666,0.1,0.0,0.3333333333333333,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,12,0,6,0,0,11,1,2,0.41041249999999996,0,0.0,0.5454545454545454,0.0,0.0,1.0,0.09090909090909091,0.0,0.4166666666666667,0.08333333333333333,0.09375,0.23076923076923078,0.14814814814814814,0.192,0.3333333333333333,0.06666666666666667,0.0,0.3333333333333333,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,5,13,0,6,0,1,11,0,2,0.25521250000000006,0,0.0,0.5454545454545454,0.0,0.25,1.0,0.0,0.2,0.4166666666666667,0.0,0.09375,0.23076923076923078,0.14814814814814814,0.192,0.3333333333333333,0.06666666666666667,1.0,0.3333333333333333,0.0,0.009765625,0.0068359375,0.0546875,0.0048828125
train_001,6,0,0,5,0,1,4,1,1,1.1411229166666668,1,0.0,0.45454545454545453,0.0,0.25,0.36363636363636365,0.09090909090909091,0.2,-0.08333333333333333,0.08333333333333333,0.046875,0.11538461538461539,0.7037037037037037,0.544,0.5,0.0,1.0,0.16666666666666666,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,1,0,5,0,1,5,1,1,0.9905913461538464,0,0.0,0.45454545454545453,0.0,0.25,0.45454545454545453,0.09090909090909091,0.2,0.0,0.08333333333333333,0.03125,0.07692307692307693,0.5555555555555556,0.512,0.6666666666666666,0.03333333333333333,1.0,0.16666666666666666,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,2,0,5,0,0,4,1,1,0.9143913461538462,0,0.0,0.45454545454545453,0.0,0.0,0.36363636363636365,0.09090909090909091,0.0,-0.08333333333333333,0.08333333333333333,0.03125,0.07692307692307693,0.37037037037037035,0.384,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,3,0,5,0,1,6,1,1,0.8322419642857143,0,0.0,0.45454545454545453,0.0,0.25,0.5454545454545454,0.09090909090909091,0.2,0.08333333333333333,0.08333333333333333,0.046875,0.11538461538461539,0.5555555555555556,0.48,0.5,0.06666666666666667,1.0,0.16666666666666666,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,4,0,5,0,1,4,0,4,0.7591913461538462,0,0.0,0.45454545454545453,0.0,0.25,0.36363636363636365,0.0,0.2,-0.08333333333333333,0.0,0.03125,0.07692307692307693,0.37037037037037035,0.384,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,5,0,5,0,0,5,1,1,0.7474044642857144,0,0.0,0.45454545454545453,0.0,0.0,0.45454545454545453,0.09090909090909091,0.0,0.0,0.08333333333333333,0.015625,0.038461538461538464,0.2222222222222222,0.352,0.6666666666666666,0.03333333333333333,0.0,0.16666666666666666,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,6,0,5,0,1,5,0,4,0.6626044642857143,0,0.0,0.45454545454545453,0.0,0.25,0.45454545454545453,0.0,0.2,0.0,0.0,0.015625,0.038461538461538464,0.2222222222222222,0.352,0.6666666666666666,0.03333333333333333,1.0,0.6666666666666666,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,7,0,5,0,0,6,1,1,0.6251708333333333,0,0.0,0.45454545454545453,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.08333333333333333,0.08333333333333333,0.03125,0.07692307692307693,0.2222222222222222,0.32,0.5,0.06666666666666667,0.0,0.16666666666666666,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,8,0,5,0,1,7,0,2,0.5596812500000001,0,0.0,0.45454545454545453,0.0,0.25,0.6363636363636364,0.0,0.2,0.16666666666666666,0.0,0.046875,0.11538461538461539,0.2222222222222222,0.32,0.5,0.1,1.0,0.3333333333333333,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,9,0,5,0,1,8,0,2,0.5594044117647059,0,0.0,0.45454545454545453,0.0,0.25,0.7272727272727273,0.0,0.2,0.25,0.0,0.0625,0.15384615384615385,0.2222222222222222,0.32,0.5,0.1,1.0,0.3333333333333333,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,10,0,5,0,1,6,0,2,0.5403708333333334,0,0.0,0.45454545454545453,0.0,0.25,0.5454545454545454,0.0,0.2,0.08333333333333333,0.0,0.03125,0.07692307692307693,0.2222222222222222,0.32,0.6666666666666666,0.06666666666666667,1.0,0.3333333333333333,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,11,0,5,0,1,9,0,2,0.5244381944444445,0,0.0,0.45454545454545453,0.0,0.25,0.8181818181818182,0.0,0.2,0.3333333333333333,0.0,0.078125,0.19230769230769232,0.2222222222222222,0.32,0.3333333333333333,0.1,1.0,0.3333333333333333,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,12,0,5,0,1,11,1,2,0.4783394736842106,0,0.0,0.45454545454545453,0.0,0.25,1.0,0.09090909090909091,0.2,0.5,0.08333333333333333,0.125,0.3076923076923077,0.37037037037037035,0.288,0.3333333333333333,0.06666666666666667,1.0,0.3333333333333333,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,13,0,5,0,0,9,1,2,0.4444381944444445,0,0.0,0.45454545454545453,0.0,0.0,0.8181818181818182,0.09090909090909091,0.0,0.3333333333333333,0.08333333333333333,0.078125,0.19230769230769232,0.2222222222222222,0.32,0.16666666666666666,0.1,0.0,0.3333333333333333,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,14,0,5,0,0,11,1,2,0.39713125000000005,0,0.0,0.45454545454545453,0.0,0.0,1.0,0.09090909090909091,0.0,0.5,0.08333333333333333,0.109375,0.2692307692307692,0.14814814814814814,0.192,0.3333333333333333,0.06666666666666667,0.0,0.3333333333333333,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,6,15,0,5,0,1,11,0,2,0.24193125000000004,0,0.0,0.45454545454545453,0.0,0.25,1.0,0.0,0.2,0.5,0.0,0.109375,0.2692307692307692,0.14814814814814814,0.192,0.3333333333333333,0.06666666666666667,1.0,0.3333333333333333,0.0,0.01123046875,0.008056640625,0.0625,0.005859375
train_001,7,0,0,5,1,1,4,2,0,1.4233926136363637,1,0.0,0.45454545454545453,0.09090909090909091,0.25,0.36363636363636365,0.18181818181818182,0.2,-0.08333333333333333,0.08333333333333333,0.046875,0.11538461538461539,0.7037037037037037,0.656,0.5,0.0,1.0,0.0,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,1,0,5,1,1,5,2,4,1.268804166666667,0,0.0,0.45454545454545453,0.09090909090909091,0.25,0.45454545454545453,0.18181818181818182,0.2,0.0,0.08333333333333333,0.03125,0.07692307692307693,0.5555555555555556,0.624,0.3333333333333333,0.0,1.0,0.6666666666666666,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,2,0,5,1,0,4,2,0,1.0852041666666667,0,0.0,0.45454545454545453,0.09090909090909091,0.0,0.36363636363636365,0.18181818181818182,0.0,-0.08333333333333333,0.08333333333333333,0.03125,0.07692307692307693,0.37037037037037035,0.456,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,3,0,5,1,1,4,1,0,1.042604166666667,0,0.0,0.45454545454545453,0.09090909090909091,0.25,0.36363636363636365,0.09090909090909091,0.2,-0.08333333333333333,0.0,0.03125,0.07692307692307693,0.5555555555555556,0.496,0.6666666666666666,0.03333333333333333,1.0,0.0,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,4,0,5,1,1,5,1,4,0.8920725961538464,0,0.0,0.45454545454545453,0.09090909090909091,0.25,0.45454545454545453,0.09090909090909091,0.2,0.0,0.0,0.015625,0.038461538461538464,0.3333333333333333,0.464,0.8333333333333334,0.06666666666666667,1.0,0.6666666666666666,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,5,0,5,1,0,4,1,0,0.8158725961538461,0,0.0,0.45454545454545453,0.09090909090909091,0.0,0.36363636363636365,0.09090909090909091,0.0,-0.08333333333333333,0.0,0.015625,0.038461538461538464,0.2222222222222222,0.336,0.5,0.03333333333333333,0.0,0.0,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,6,0,5,1,1,6,1,2,0.7337232142857143,0,0.0,0.45454545454545453,0.09090909090909091,0.25,0.5454545454545454,0.09090909090909091,0.2,0.08333333333333333,0.0,0.03125,0.07692307692307693,0.4074074074074074,0.432,0.5,0.1,1.0,0.3333333333333333,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,7,0,5,1,1,4,0,0,0.6341100961538463,0,0.0,0.45454545454545453,0.09090909090909091,0.25,0.36363636363636365,0.0,0.2,-0.08333333333333333,-0.08333333333333333,0.046875,0.11538461538461539,0.37037037037037035,0.336,0.3333333333333333,0.03333333333333333,1.0,0.0,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,8,0,5,1,0,6,2,2,0.6063232142857142,0,0.0,0.45454545454545453,0.09090909090909091,0.0,0.5454545454545454,0.18181818181818182,0.0,0.08333333333333333,0.08333333333333333,0.03125,0.07692307692307693,0.2962962962962963,0.392,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,9,0,5,1,1,5,0,3,0.5375232142857143,0,0.0,0.45454545454545453,0.09090909090909091,0.25,0.45454545454545453,0.0,0.2,0.0,-0.08333333333333333,0.03125,0.07692307692307693,0.2222222222222222,0.304,0.6666666666666666,0.06666666666666667,1.0,0.5,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,10,0,5,1,1,8,0,2,0.5197231617647059,0,0.0,0.45454545454545453,0.09090909090909091,0.25,0.7272727272727273,0.0,0.2,0.25,-0.08333333333333333,0.078125,0.19230769230769232,0.2222222222222222,0.304,0.5,0.1,1.0,0.3333333333333333,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,11,0,5,1,1,9,0,2,0.5111569444444445,0,0.0,0.45454545454545453,0.09090909090909091,0.25,0.8181818181818182,0.0,0.2,0.3333333333333333,-0.08333333333333333,0.09375,0.23076923076923078,0.2222222222222222,0.32,0.3333333333333333,0.1,1.0,0.3333333333333333,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
train_001,7,12,0,5,1,1,7,0,2,0.49360000000000004,0,0.0,0.45454545454545453,0.09090909090909091,0.25,0.6363636363636364,0.0,0.2,0.16666666666666666,-0.08333333333333333,0.0625,0.15384615384615385,0.2222222222222222,0.288,0.5,0.1,1.0,0.3333333333333333,0.16666666666666666,0.01318359375,0.009521484375,0.0703125,0.0068359375
